source_csv,model,target,model_name,n_train,n_test,rmse,mae,r2,source_type,lag,threshold,rmse_levels,mae_levels,r2_levels
ecowas_df_synthetic_full_lag_one_100.csv,OLS Linear FE,tradeflow_imf_o,disorder + perpetrator + target,3458,910,1.5732207828647238,1.2027375639136573,0.3801692396678962,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,PPML FE,combined_trade_baci,target,3458,910,1.1560030612282852,0.8931671104082615,0.511660862910591,synthetic,1,100.0,236140.6147378843,93848.38805047148,0.4421649634833542
ecowas_df_synthetic_full_lag_one_100.csv,PPML FE,tradeflow_baci,disorder,3458,910,1.6872892162546325,1.289064107260916,0.2933246769268771,synthetic,1,100.0,165523.55244125487,60414.78310470077,0.3278429880716542
ecowas_df_synthetic_full_lag_one_100.csv,PPML FE,tradeflow_comtrade_d,fatalities,3458,910,1.5610749900106755,1.1826958563155985,0.2376304070233657,synthetic,1,100.0,97330.21529695534,44181.42623542613,0.4138272267335172
ecowas_df_synthetic_full_lag_one_100.csv,PPML FE,tradeflow_comtrade_o,disorder + event,3458,910,1.4993842249861966,1.1216416731758645,0.3072554572392137,synthetic,1,100.0,168537.97452002257,61116.40270684822,0.291206735696316
ecowas_df_synthetic_full_lag_one_100.csv,PPML FE,tradeflow_imf_d,fatalities,3458,910,1.8034246570308363,1.3862491097648764,0.0856032919846879,synthetic,1,100.0,101642.8859852048,47736.26026161084,0.4806452236856502
ecowas_df_synthetic_full_lag_one_100.csv,PPML FE,tradeflow_imf_o,target,3458,910,1.7169813789726576,1.2755398482538294,0.2617134687446343,synthetic,1,100.0,144331.959061807,59818.17408230047,0.4413848693125545
ecowas_df_synthetic_full_lag_one_100.csv,Random Forest,combined_trade_baci,fatalities,3458,910,1.03876821609599,0.770630929043758,0.6056872059032576,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,Random Forest,tradeflow_baci,total_conflicts,3458,910,1.443003118625253,1.1161643567131372,0.4831370478947598,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,Random Forest,tradeflow_comtrade_d,perpetrator,3458,910,1.3365465182675405,1.0225185911532404,0.4411616623708203,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,Random Forest,tradeflow_comtrade_o,fatalities,3458,910,1.322977880530419,0.985062656996704,0.4606726993697653,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,Random Forest,tradeflow_imf_d,fatalities,3458,910,1.4253102775856952,1.085955502728574,0.4288403997687585,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,Random Forest,tradeflow_imf_o,fatalities,3458,910,1.3888358974019288,1.0341648789292226,0.5169460456192932,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,XGBoost,combined_trade_baci,fatalities,3458,910,1.0901425522229444,0.7779742390446344,0.5657196818772021,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,XGBoost,tradeflow_baci,fatalities,3458,910,1.4882299607300276,1.1249892109029038,0.4502301091849823,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,XGBoost,tradeflow_comtrade_d,total_conflicts + fatalities,3458,910,1.3219305625092856,0.9592993158364383,0.4533173120271995,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,XGBoost,tradeflow_comtrade_o,target,3458,910,1.3869164053709928,1.0228862399979417,0.40728241918439,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,XGBoost,tradeflow_imf_d,total_conflicts + fatalities,3458,910,1.484893804429667,1.108773374079614,0.3800888642417862,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_one_100.csv,XGBoost,tradeflow_imf_o,disorder + event + target,3458,910,1.479541220905647,1.088391508356687,0.4517887873960178,synthetic,1,100.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,MLP,combined_trade_baci,fatalities,3276,910,1.6961563390018497,1.2148197161458976,0.5107542581022977,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,MLP,tradeflow_baci,total_conflicts,3276,910,2.3283692631087987,1.7542530219192272,0.4185082197560631,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,MLP,tradeflow_comtrade_d,total_conflicts,3276,910,2.17984893379802,1.5449068371729806,0.3844856407137662,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,MLP,tradeflow_comtrade_o,fatalities,3276,910,1.9816187697604315,1.425717864561655,0.443727215631439,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,MLP,tradeflow_imf_d,total_conflicts,3276,910,2.4334873387554925,1.685721241636499,0.3071828181682624,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,MLP,tradeflow_imf_o,total_conflicts + fatalities,3276,910,2.404614633021599,1.6919251026678366,0.3392572325601377,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,OLS Linear FE,combined_trade_baci,disorder,3276,910,1.5512557353024037,1.1829068567294143,0.5907750584801557,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,OLS Linear FE,tradeflow_baci,fatalities,3276,910,2.215882525050716,1.7515986720579144,0.473336367568177,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,OLS Linear FE,tradeflow_comtrade_d,fatalities,3276,910,2.171967062645745,1.645395421032195,0.3889287321334894,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,OLS Linear FE,tradeflow_comtrade_o,total_conflicts,3276,910,1.9906206753650555,1.4696376327081817,0.43866177216783,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,OLS Linear FE,tradeflow_imf_d,total_conflicts + fatalities,3276,910,2.328035616346165,1.809111776917265,0.3659263464509857,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,OLS Linear FE,tradeflow_imf_o,disorder + target,3276,910,2.311522305875992,1.790012148668456,0.3894269598897851,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,PPML FE,combined_trade_baci,target,3276,910,1.7639976003778657,1.257888796332044,0.4708348006852181,synthetic,2,0.0,242412.8843258765,98367.5116482058,0.4169181628369748
ecowas_df_synthetic_full_lag_two_0.csv,PPML FE,tradeflow_baci,target,3276,910,2.531505944924222,1.8141431862923296,0.3126186126920813,synthetic,2,0.0,162523.15126088323,58918.78573937422,0.35455784635643
ecowas_df_synthetic_full_lag_two_0.csv,PPML FE,tradeflow_comtrade_d,fatalities,3276,910,2.3029281199608813,1.6128343723225194,0.3130167321042312,synthetic,2,0.0,98980.6395509321,43525.10756584101,0.3959495621448925
ecowas_df_synthetic_full_lag_two_0.csv,PPML FE,tradeflow_comtrade_o,event,3276,910,2.156237154435305,1.5003975816497466,0.3413713042697859,synthetic,2,0.0,166541.20318161324,61089.86879752947,0.3072602798509357
ecowas_df_synthetic_full_lag_two_0.csv,PPML FE,tradeflow_imf_d,fatalities,3276,910,2.544451493720867,1.8693989212256203,0.2425589821736419,synthetic,2,0.0,104089.9830053388,47888.14796384357,0.4583325935088457
ecowas_df_synthetic_full_lag_two_0.csv,PPML FE,tradeflow_imf_o,total_conflicts,3276,910,2.5595332252302314,1.7692755576834975,0.2513773036197128,synthetic,2,0.0,165711.01885583563,65835.79520412044,0.2658388143856226
ecowas_df_synthetic_full_lag_two_0.csv,Random Forest,combined_trade_baci,fatalities,3276,910,1.532690304462325,1.086527967424084,0.6005116533013326,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,Random Forest,tradeflow_baci,fatalities,3276,910,2.144434039267936,1.5684701094751865,0.5067520946275716,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,Random Forest,tradeflow_comtrade_d,fatalities,3276,910,2.0817906907097825,1.508617111174383,0.4386166623214457,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,Random Forest,tradeflow_comtrade_o,fatalities,3276,910,1.8899850776996967,1.3901749639110972,0.4939838841688283,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,Random Forest,tradeflow_imf_d,perpetrator,3276,910,2.1655561157966305,1.6163132315055069,0.4513449869178013,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,Random Forest,tradeflow_imf_o,fatalities,3276,910,2.056803124646439,1.4935887031192605,0.5165774626291408,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,XGBoost,combined_trade_baci,fatalities,3276,910,1.6143542268646105,1.1217001656028307,0.5568069255788262,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,XGBoost,tradeflow_baci,target,3276,910,2.259329122150621,1.6366044045228352,0.452481414784452,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,XGBoost,tradeflow_comtrade_d,event + target,3276,910,2.1179406486371155,1.5050006297688774,0.4189507227999346,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,XGBoost,tradeflow_comtrade_o,fatalities,3276,910,1.9229263284671136,1.372371480206667,0.4761910800421475,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,XGBoost,tradeflow_imf_d,fatalities,3276,910,2.239604607438773,1.5866501516317033,0.4131823441126682,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_0.csv,XGBoost,tradeflow_imf_o,fatalities,3276,910,2.1261172592968465,1.5427409262327676,0.48344582895352,synthetic,2,0.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,MLP,combined_trade_baci,fatalities,3276,910,1.334762342762644,1.000181727310441,0.5727363246872301,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,MLP,tradeflow_baci,fatalities,3276,910,2.056331924645689,1.5750535042545946,0.3472692974553146,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,MLP,tradeflow_comtrade_d,fatalities,3276,910,1.816806015707588,1.302825753286005,0.3530715488907502,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,MLP,tradeflow_comtrade_o,fatalities,3276,910,1.91502196587832,1.396350496650408,0.3052915595314606,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,MLP,tradeflow_imf_d,total_conflicts + fatalities,3276,910,2.016629567062453,1.460127668069901,0.2876773397217548,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,MLP,tradeflow_imf_o,fatalities,3276,910,1.9247690984988552,1.3963278520327234,0.386579779293924,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,OLS Linear FE,combined_trade_baci,disorder + perpetrator,3276,910,1.281650140545041,0.983980286962608,0.6060627400315944,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,OLS Linear FE,tradeflow_baci,disorder,3276,910,1.8660539214340643,1.508425493794595,0.4624783230358581,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,OLS Linear FE,tradeflow_comtrade_d,fatalities,3276,910,1.7872230038372598,1.3921541486030602,0.3739678683889409,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,OLS Linear FE,tradeflow_comtrade_o,total_conflicts,3276,910,1.771826242542428,1.3097301693169776,0.4053008534204674,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,OLS Linear FE,tradeflow_imf_d,total_conflicts + fatalities,3276,910,1.8854024099959568,1.5168669025868704,0.3773663112450369,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,OLS Linear FE,tradeflow_imf_o,disorder + perpetrator,3276,910,1.9181097348949192,1.462865233417296,0.3908170892374827,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,PPML FE,combined_trade_baci,target,3276,910,1.4407646728586982,1.0620277891601415,0.5021778877173819,synthetic,2,10.0,241542.2754378201,97792.5332918077,0.4191697634967375
ecowas_df_synthetic_full_lag_two_10.csv,PPML FE,tradeflow_baci,target,3276,910,2.0755849639195105,1.556780673342692,0.3349892942786087,synthetic,2,10.0,162380.80600422862,59097.2882179072,0.3545825537991877
ecowas_df_synthetic_full_lag_two_10.csv,PPML FE,tradeflow_comtrade_d,fatalities,3276,910,1.8776273053675463,1.3951581494388297,0.3090320275366766,synthetic,2,10.0,97816.5577065084,43664.12232068721,0.4086573122077055
ecowas_df_synthetic_full_lag_two_10.csv,PPML FE,tradeflow_comtrade_o,target,3276,910,1.8883909991001688,1.35807386812405,0.3244789304514937,synthetic,2,10.0,154479.125843521,55952.5812259279,0.4035054043973087
ecowas_df_synthetic_full_lag_two_10.csv,PPML FE,tradeflow_imf_d,fatalities,3276,910,2.114850876929849,1.6169470833534962,0.2165992213295854,synthetic,2,10.0,103388.09713717406,48000.1367025846,0.4638450456433852
ecowas_df_synthetic_full_lag_two_10.csv,PPML FE,tradeflow_imf_o,target,3276,910,2.105829369883611,1.4977093557606236,0.2657445653893959,synthetic,2,10.0,154261.2053453581,61669.575968050616,0.3627692506446732
ecowas_df_synthetic_full_lag_two_10.csv,Random Forest,combined_trade_baci,fatalities,3276,910,1.292119151426268,0.9617189873940052,0.5996007936959606,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,Random Forest,tradeflow_baci,fatalities,3276,910,1.827843942671448,1.4113544599465488,0.4842659175696135,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,Random Forest,tradeflow_comtrade_d,target,3276,910,1.74016121807348,1.3692179929650623,0.4065035795035731,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,Random Forest,tradeflow_comtrade_o,fatalities,3276,910,1.6826750221219202,1.263504092736168,0.463641025335858,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,Random Forest,tradeflow_imf_d,target,3276,910,1.7881422160532243,1.4036036154428804,0.4399476646030792,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,Random Forest,tradeflow_imf_o,fatalities,3276,910,1.707172206623977,1.292751026825673,0.5174353818942672,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,XGBoost,combined_trade_baci,fatalities,3276,910,1.3175813152756035,0.951492623684128,0.583664987015778,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,XGBoost,tradeflow_baci,fatalities,3276,910,1.860060420936379,1.4244219887901606,0.4659256647035656,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,XGBoost,tradeflow_comtrade_d,target,3276,910,1.7155500071233796,1.3072250688296696,0.4231725799976913,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,XGBoost,tradeflow_comtrade_o,fatalities,3276,910,1.7072364483454814,1.2676351066730018,0.4478686539771892,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,XGBoost,tradeflow_imf_d,target,3276,910,1.7610106798559448,1.3269165077162242,0.4568141110947055,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_10.csv,XGBoost,tradeflow_imf_o,fatalities,3276,910,1.7914646278773063,1.3439960821769823,0.4686052153222944,synthetic,2,10.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,MLP,combined_trade_baci,total_conflicts,3276,910,1.0258843461324536,0.7593615688034108,0.6149556646703687,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,MLP,tradeflow_baci,fatalities,3276,910,1.489577120308773,1.1329349967867617,0.4489856487399942,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,MLP,tradeflow_comtrade_d,total_conflicts,3276,910,1.4206716276585558,1.0181315166182712,0.3679260766170171,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,MLP,tradeflow_comtrade_o,fatalities,3276,910,1.3595838291607871,0.956874154870605,0.4299717578212648,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,MLP,tradeflow_imf_d,total_conflicts + fatalities,3276,910,1.523963491522513,1.0817740113990613,0.346594310511671,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,MLP,tradeflow_imf_o,total_conflicts,3276,910,1.5636345254917816,1.103359003616805,0.3873433729685039,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,OLS Linear FE,combined_trade_baci,disorder + perpetrator,3276,910,1.0464927975858749,0.8119300493394406,0.5993303746912508,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,OLS Linear FE,tradeflow_baci,disorder + target,3276,910,1.5281282309103092,1.250507565989086,0.4200954418964321,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,OLS Linear FE,tradeflow_comtrade_d,disorder + event,3276,910,1.3978511656939223,1.093382798273938,0.3880691828072423,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,OLS Linear FE,tradeflow_comtrade_o,fatalities,3276,910,1.3902748334441128,1.0504297822291524,0.4039458513439902,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,OLS Linear FE,tradeflow_imf_d,disorder + event,3276,910,1.5528581898383351,1.2387743836362364,0.3215819731738453,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,OLS Linear FE,tradeflow_imf_o,disorder + perpetrator,3276,910,1.5738242270495686,1.2040075530290029,0.3793323842078218,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,PPML FE,combined_trade_baci,target,3276,910,1.1619153576573005,0.8923172632528934,0.5060728299045143,synthetic,2,100.0,239417.33190606156,97291.90831127764,0.425981819435565
ecowas_df_synthetic_full_lag_two_100.csv,PPML FE,tradeflow_baci,target,3276,910,1.6875384790770476,1.2867082089555304,0.2927966764550594,synthetic,2,100.0,162161.60550865275,59636.24759258916,0.3545023396691021
ecowas_df_synthetic_full_lag_two_100.csv,PPML FE,tradeflow_comtrade_d,fatalities,3276,910,1.5542180483120525,1.1708496582566992,0.2435079734064953,synthetic,2,100.0,96858.63969172766,43714.111315345246,0.4175655313699866
ecowas_df_synthetic_full_lag_two_100.csv,PPML FE,tradeflow_comtrade_o,target,3276,910,1.5039084261451212,1.1222645176166348,0.3025273572992102,synthetic,2,100.0,153696.10899352218,55713.52936173408,0.4097562195458168
ecowas_df_synthetic_full_lag_two_100.csv,PPML FE,tradeflow_imf_d,fatalities,3276,910,1.805176224069138,1.388272748076394,0.0832033973993845,synthetic,2,100.0,101168.88303270968,47873.96452743136,0.4844684241822449
ecowas_df_synthetic_full_lag_two_100.csv,PPML FE,tradeflow_imf_o,target,3276,910,1.7243574724616404,1.2442240413657968,0.254922858145919,synthetic,2,100.0,153681.37249403735,62312.935840088925,0.3653707480422347
ecowas_df_synthetic_full_lag_two_100.csv,Random Forest,combined_trade_baci,total_conflicts + fatalities,3276,910,1.0315744930663548,0.7692173495150088,0.6106724625457156,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,Random Forest,tradeflow_baci,fatalities,3276,910,1.4360520967564434,1.1131393386462356,0.4878734219973278,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,Random Forest,tradeflow_comtrade_d,target,3276,910,1.341414702754944,1.0534790586229736,0.436483569271916,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,Random Forest,tradeflow_comtrade_o,target,3276,910,1.2869990928874606,0.9763382390392608,0.4892117785025227,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,Random Forest,tradeflow_imf_d,target,3276,910,1.4398316853738584,1.1334847593972193,0.4167466542521439,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,Random Forest,tradeflow_imf_o,total_conflicts + fatalities,3276,910,1.3944517845698927,1.0590691913243142,0.5127479914815094,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,XGBoost,combined_trade_baci,total_conflicts,3276,910,1.074693475680404,0.7695623690578378,0.5774450853983588,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,XGBoost,tradeflow_baci,fatalities,3276,910,1.4914445769605622,1.1456732407173953,0.4476031886871564,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,XGBoost,tradeflow_comtrade_d,perpetrator + target,3276,910,1.334300146220718,0.9855210310000476,0.4424452418814244,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,XGBoost,tradeflow_comtrade_o,perpetrator + target,3276,910,1.3348327955354735,0.9617482363461328,0.4505374097964585,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,XGBoost,tradeflow_imf_d,target,3276,910,1.4584077267749262,1.0895319570253754,0.4015998429884426,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_two_100.csv,XGBoost,tradeflow_imf_o,event + perpetrator,3276,910,1.4718087389923964,1.087399381144318,0.4571880655017004,synthetic,2,100.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,MLP,combined_trade_baci,fatalities,3640,910,1.6825846083763871,1.261378320703063,0.5187033836707801,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,MLP,tradeflow_baci,fatalities,3640,910,2.277568626533795,1.71209848129511,0.4436639691370118,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,MLP,tradeflow_comtrade_d,total_conflicts,3640,910,2.209351640327455,1.5693193646880854,0.3681148098835344,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,MLP,tradeflow_comtrade_o,fatalities,3640,910,1.9966539768487384,1.365268328805009,0.4359978956124536,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,MLP,tradeflow_imf_d,total_conflicts,3640,910,2.475054352187491,1.7786071601415048,0.283298555305616,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,MLP,tradeflow_imf_o,total_conflicts + fatalities,3640,910,2.3709726024591333,1.6609895747108243,0.3579628499541135,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,OLS Linear FE,combined_trade_baci,disorder + event + target,3640,910,1.535110456671497,1.1695366187927871,0.5993748174809684,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,OLS Linear FE,tradeflow_baci,disorder,3640,910,2.228392554238888,1.7682518049979346,0.4674288438293307,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,OLS Linear FE,tradeflow_comtrade_d,fatalities,3640,910,2.1816206997057512,1.6542032737026593,0.3838776253592724,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,OLS Linear FE,tradeflow_comtrade_o,disorder + event + target,3640,910,1.9887229193673197,1.4925835620504135,0.4404696259465627,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,OLS Linear FE,tradeflow_imf_d,target,3640,910,2.303830212706822,1.7934127055290137,0.3790312605158997,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,OLS Linear FE,tradeflow_imf_o,event + target,3640,910,2.304638059134148,1.777203189860647,0.3933858362438006,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,PPML FE,combined_trade_baci,total_conflicts,3640,910,1.7807563884349995,1.2605027694770488,0.4609016447114824,synthetic,0,0.0,259955.27239185525,105809.4288140622,0.3303878408618451
ecowas_df_synthetic_full_lag_zero_0.csv,PPML FE,tradeflow_baci,total_conflicts,3640,910,2.538946310734878,1.8168541513429044,0.3086447283956867,synthetic,0,0.0,167579.80049205193,61511.849493228205,0.3144076266859636
ecowas_df_synthetic_full_lag_zero_0.csv,PPML FE,tradeflow_comtrade_d,disorder,3640,910,2.301895605094862,1.619861306776417,0.3140700961480762,synthetic,0,0.0,93007.32615419856,43133.81611449015,0.470321951316034
ecowas_df_synthetic_full_lag_zero_0.csv,PPML FE,tradeflow_comtrade_o,perpetrator + target,3640,910,2.111048272399948,1.524630307713152,0.3695198208692721,synthetic,0,0.0,171387.20806374913,62303.253192819706,0.2678456055345374
ecowas_df_synthetic_full_lag_zero_0.csv,PPML FE,tradeflow_imf_d,fatalities,3640,910,2.5284463388844265,1.8584899041100715,0.252043602738517,synthetic,0,0.0,106352.89692058356,48448.784425637554,0.4371096181943833
ecowas_df_synthetic_full_lag_zero_0.csv,PPML FE,tradeflow_imf_o,target,3640,910,2.5223731829820903,1.7601658537666445,0.2733491797210715,synthetic,0,0.0,149543.0158977874,61265.06742839458,0.4049502660542307
ecowas_df_synthetic_full_lag_zero_0.csv,Random Forest,combined_trade_baci,fatalities,3640,910,1.5511831995101326,1.099701008087829,0.5909417373491422,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,Random Forest,tradeflow_baci,total_conflicts,3640,910,2.191649528679889,1.596902587878174,0.4848467346242481,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,Random Forest,tradeflow_comtrade_d,total_conflicts,3640,910,2.1212807688962325,1.543367863211864,0.4174881041009463,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,Random Forest,tradeflow_comtrade_o,fatalities,3640,910,1.947195619714034,1.4194075475498702,0.4635931968879161,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,Random Forest,tradeflow_imf_d,fatalities,3640,910,2.1938820860564205,1.563810540301358,0.4368872472438531,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,Random Forest,tradeflow_imf_o,fatalities,3640,910,2.0746925423072136,1.4968805761729826,0.5083969385090339,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,XGBoost,combined_trade_baci,fatalities,3640,910,1.6345571458616504,1.140609252818988,0.5457873744627512,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,XGBoost,tradeflow_baci,total_conflicts,3640,910,2.2490224199286177,1.6262452212895568,0.457522395193951,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,XGBoost,tradeflow_comtrade_d,total_conflicts,3640,910,2.11644595348302,1.4901778076607637,0.4201403960943833,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,XGBoost,tradeflow_comtrade_o,fatalities,3640,910,1.995969940534784,1.4169260458186417,0.4363842738627781,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,XGBoost,tradeflow_imf_d,total_conflicts,3640,910,2.2274064615116065,1.6029793537937596,0.4195460789068311,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_0.csv,XGBoost,tradeflow_imf_o,fatalities,3640,910,2.1535054751418783,1.5472041480245349,0.4703377175458819,synthetic,0,0.0,,,
ecowas_df_synthetic_full_lag_zero_10.csv,MLP,combined_trade_baci,total_conflicts,3640,910,1.3521633289677817,1.0101618907945036,0.561812716834959,synthetic,0,10.0,,,
ecowas_df_synthetic_full_lag_zero_10.csv,MLP,tradeflow_baci,fatalities,3640,910,2.0483806494804075,1.5446759185502132,0.3524162335916259,synthetic,0,10.0,,,
ecowas_df_synthetic_full_lag_zero_10.csv,MLP,tradeflow_comtrade_d,fatalities,3640,910,2.085899823041948,1.48936509155093,0.1481999610341402,synthetic,0,10.0,,,
ecowas_df_synthetic_full_lag_zero_10.csv,MLP,tradeflow_comtrade_o,total_conflicts,3640,910,1.8190434989522573,1.300444854168523,0.3739149391674847,synthetic,0,10.0,,,
ecowas_df_synthetic_full_lag_zero_10.csv,MLP,tradeflow_imf_d,fatalities,3640,910,2.000144533055905,1.4287776265127066,0.2994784288993384,synthetic,0,10.0,,,
